id,cable_id,description,name,color,cost (millions),Lit,Max,coordinates,length,rfs,year,owners,url
maya-1,1071,"[{""landing_point_id"":3842,""latlon"":""21.095703,-86.767555"",""name"":""Cancún, Mexico""},{""landing_point_id"":5799,""latlon"":""19.282911,-81.166776"",""name"":""Half Moon Bay, Cayman Islands""},{""landing_point_id"":3650,""latlon"":""26.010251,-80.160234"",""name"":""Hollywood, Florida, United States""},{""landing_point_id"":5928,""latlon"":""9.437310,-79.753544"",""name"":""Maria Chiquita, Panama""},{""landing_point_id"":5851,""latlon"":""15.844826,-87.946070"",""name"":""Puerto Cortes, Honduras""},{""landing_point_id"":5810,""latlon"":""9.988579,-83.037674"",""name"":""Puerto Limon, Costa Rica""},{""landing_point_id"":5808,""latlon"":""9.496294,-75.558576"",""name"":""Tolu, Colombia""}]",Maya-1,#f04230,207,510,510,"<MultiGeometry><LineString><coordinates>-80.1601717128134,26.0105531615743,0 -79.648160356777,24.6145415269759,0 -81.0665187269986,24.0750137063413,0 -83.5111947295422,24.0750137063413,0 -86.1079214056217,21.6689714484781,0 -86.1079214056217,21.359984357316,0 -86.1079214056217,20.3688159863378,0 -84.7820922667265,19.0193959606064,0 -83.0035779016427,17.203603810274,0 -79.9397128846135,13.9643714269739,0 -77.9508471060446,11.8679492130223,0 -75.5586613006915,9.49638398339625,0</coordinates></LineString><LineString><coordinates>-86.767588907057,21.095724564803,0 -86.1079214056217,21.359984357316,0</coordinates></LineString><LineString><coordinates>-83.0376599087487,9.9885936703727,0 -79.9397128846135,13.9643714269739,0</coordinates></LineString><LineString><coordinates>-87.9461525252765,15.8449856571937,0 -84.7820922667265,19.0193959606064,0</coordinates></LineString><LineString><coordinates>-83.0035779016427,17.203603810274,0 -81.1667627966098,19.2829582724089,0</coordinates></LineString><LineString><coordinates>-79.7535313758812,9.43762503396889,0 -77.9508471060446,11.8679492130223,0</coordinates></LineString></MultiGeometry>","4,400 km",Oct-00,2000,"Verizon,  Tata Communications,  AT&T,  Sprint,  Hondutel,  CANTV,  Telefonica,  BT,  Orbitel,  Telecom Italia Sparkle,  C&W Networks,  Entel Chile,  Telmex,  Embratel,  ETB,  Alestra,  Instituto Costarricense de Electricidad",http://www.maya-1.com
hawk,1523,"[{""landing_point_id"":6044,""latlon"":""31.191889,29.889812"",""name"":""Alexandria, Egypt""},{""landing_point_id"":3210,""latlon"":""43.293153,5.372636"",""name"":""Marseille, France""},{""landing_point_id"":5811,""latlon"":""34.766399,32.466568"",""name"":""Yeroskipos, Cyprus""}]",Hawk,#38bced,150,930,17200,"<MultiGeometry><LineString><coordinates>32.4666527981625,34.7665718254425,0 29.6456587028312,32.8418609237695,0 28.2563042183129,32.4408135240621,0</coordinates></LineString><LineString><coordinates>5.37253136689231,43.2936266517659,0 8.20270514322065,37.2729303137906,0 11.2032889550789,37.268034370893,0 11.4534840903383,37.045361124825,0 11.1674491367182,36.736697562638,0 11.2520193893078,36.2978167720972,0 13.1451821106736,34.700281202716,0 17.2818979301853,34.1496222824717,0 17.3827767649718,33.9786008871625,0 28.2563042183129,32.4408135240621,0 29.8935100897509,31.1914686865294,0</coordinates></LineString></MultiGeometry>","3,400 km",2011,2011,Global Cloud Xchange,http://www.globalcloudxchange.com
alaska-united-east,1168,"[{""landing_point_id"":4816,""latlon"":""58.299494,-134.406887"",""name"":""Juneau, Alaska, United States""},{""landing_point_id"":5770,""latlon"":""47.824010,-122.315878"",""name"":""Lynnwood, Washington, United States""},{""landing_point_id"":5764,""latlon"":""61.130352,-146.353317"",""name"":""Valdez, Alaska, United States""},{""landing_point_id"":6255,""latlon"":""60.772930,-148.684713"",""name"":""Whittier, Alaska, United States""}]",Alaska United East,#f04230,125,90,n.a.,"<MultiGeometry><LineString><coordinates>-148.684732544372,60.7730280692635,0 -148.518179927984,60.7722412961249,0 -148.413541330236,60.7862096070208,0 -148.32579725177,60.7809424095903,0 -148.195816875099,60.7821103244478,0 -148.086393124491,60.758195339333,0 -148.036100191369,60.6993931838848,0 -148.036100191369,60.6650122812977,0 -147.864420625488,60.6207747923412,0 -147.633756726393,60.6201998800129,0 -147.476920899997,60.5903142934589,0 -147.459049818907,60.4789891570462,0 -147.53331734442,60.3044739879535,0 -147.615202052037,60.2376683826065,0 -147.729264471234,60.1021385357869,0 -147.761344526633,60.0158914747606,0 -147.860709690617,59.9572984655088,0 -147.980045543578,59.8494897600331,0 -148.064664624259,59.8018280363553,0 -140.284201386012,56.1412978336182,0 -136.948217421129,54.4545629469193,0</coordinates></LineString><LineString><coordinates>-146.353435367759,61.1303556332076,0 -146.565544592499,61.1211600041979,0 -146.673942953209,61.0735121326862,0 -146.82906979644,60.97605835158,0 -146.899235762359,60.8679425694539,0 -147.083171178933,60.8110086097278,0 -147.521598602722,60.7882590516498,0 -147.889957716773,60.7796552704452,0 -148.031656835142,60.7703815737643,0 -148.211783660663,60.7937394803689,0 -148.328433968652,60.7937394803689,0 -148.39855110648,60.7967652283535,0 -148.521549066222,60.781323774224,0 -148.684732544372,60.7730280692635,0</coordinates></LineString><LineString><coordinates>-140.284201386012,56.1412978336182,0 -136.718041802938,58.1379740975146,0 -136.52531733009,58.1778001967489,0 -136.421801778422,58.2366075932014,0 -136.280346800505,58.2616085033619,0 -136.058667270045,58.2765286998757,0 -135.845630311587,58.3194309463119,0 -135.672144106361,58.3249695488793,0 -135.47414619975,58.2541845851765,0 -135.424634516074,58.2280986397509,0 -135.311743971047,58.171955301227,0 -135.168970634689,58.1517353704116,0 -135.040650413092,58.160623252245,0 -134.967017652755,58.1978251939458,0 -134.983326234951,58.2898257461595,0 -134.999537160967,58.3558262359706,0 -135.000318410414,58.4289901346728,0 -134.923267683747,58.4507640845395,0 -134.843189615475,58.4121904584302,0 -134.760474830321,58.3461671978689,0 -134.701392840926,58.3395298820999,0 -134.603150723021,58.3564410455097,0 -134.54221326619,58.3484220638092,0 -134.406861799574,58.2995771613047,0</coordinates></LineString><LineString><coordinates>-136.948217421129,54.4545629469193,0 -125.895637360255,48.3382671570101,0 -124.726204594943,48.4561463096382,0 -123.699935790711,48.2672655265011,0 -122.979037863902,48.3020316379947,0 -122.315757083776,47.8241021997532,0</coordinates></LineString></MultiGeometry>","3,751 km",Feb-99,1999,GCI,http://www.alaskaunited.com
honotua,1556,"[{""landing_point_id"":14804,""latlon"":""-16.730061,-151.000044"",""name"":""Huahine, French Polynesia""},{""landing_point_id"":8973,""latlon"":""20.039941,-155.831389"",""name"":""Kawaihae, Hawaii, United States""},{""landing_point_id"":14798,""latlon"":""-17.538752,-149.829536"",""name"":""Moorea, French Polynesia""},{""landing_point_id"":8974,""latlon"":""-17.512384,-149.441060"",""name"":""Papenoo, French Polynesia""},{""landing_point_id"":14799,""latlon"":""-16.730939,-151.443012"",""name"":""Uturoa, French Polynesia""},{""landing_point_id"":14800,""latlon"":""-16.506330,-151.749506"",""name"":""Vaitape, French Polynesia""}]",Honotua,#7ac252,107,20,640,"<MultiGeometry><LineString><coordinates>-155.8563583233,20.0037440865784,0 -156.291465436941,18.7014035933018,0 -149.441079664818,-17.5121533525284,0 -149.57481980445,-17.3544157802532,0 -149.829507124028,-17.5383210307893,0 -149.724380245375,-17.3230010948172,0 -150.675600274647,-16.7296000560419,0 -150.999965279239,-16.7296000560419,0 -150.928383298698,-16.3846589791153,0 -151.144642911123,-16.3846589791153,0 -151.442982543526,-16.7305352815141,0 -151.373988451777,-16.3194396201773,0 -151.749476467028,-16.5058564553357,0</coordinates></LineString></MultiGeometry>","4,805 km",10-Sep,2010,OPT French Polynesia,http://www.opt.pf
acs-alaska-oregon-network-akorn,1571,"[{""landing_point_id"":4067,""latlon"":""61.217461,-149.858345"",""name"":""Anchorage, Alaska, United States""},{""landing_point_id"":8539,""latlon"":""43.982118,-124.099861"",""name"":""Florence, Oregon, United States""},{""landing_point_id"":8392,""latlon"":""59.646368,-151.544282"",""name"":""Homer, Alaska, United States""},{""landing_point_id"":8540,""latlon"":""60.689824,-151.291694"",""name"":""Nikiski, Alaska, United States""}]",ACS Alaska-Oregon Network (AKORN),#91a34b,105,n.a.,"2,560","<MultiGeometry><LineString><coordinates>-151.291664291347,60.689928950949,0 -151.721351486952,60.4611078857964,0 -152.257874544374,59.8055364138309,0 -152.032825875676,59.6100289369976,0 -151.544252003036,59.6465669643075,0 -152.314466301159,59.2463766363974,0 -150.749965456341,58.5225327852687,0 -150.266909157918,58.8070061805036,0 -127.830303958469,46.8620915048778,0 -124.099935507347,43.982204194534,0</coordinates></LineString><LineString><coordinates>-151.291664291347,60.689928950949,0 -151.291664291347,60.8484208641007,0 -149.85841335355,61.2175572070885,0</coordinates></LineString></MultiGeometry>","3,000 km",9-Apr,2009,Alaska Communications Systems Group,http://akorn.alaskacommunications.com
jaka2ladema,1767,"[{""landing_point_id"":9597,""latlon"":""-8.464439,115.596997"",""name"":""Bali, Indonesia""},{""landing_point_id"":7803,""latlon"":""-3.328016,114.604029"",""name"":""Banjarmasin, Indonesia""},{""landing_point_id"":14611,""latlon"":""-8.615611,114.097096"",""name"":""Beculuk, Indonesia""},{""landing_point_id"":14612,""latlon"":""-8.784068,115.159888"",""name"":""Jimbaran, Indonesia""},{""landing_point_id"":14607,""latlon"":""-1.859072,109.971902"",""name"":""Ketapang, Indonesia""},{""landing_point_id"":14613,""latlon"":""-8.586412,116.081567"",""name"":""Mataram, Indonesia""},{""landing_point_id"":14608,""latlon"":""-2.849696,111.752956"",""name"":""Pankalan, Indonesia""},{""landing_point_id"":8360,""latlon"":""-0.027432,109.335672"",""name"":""Pontianak, Indonesia""},{""landing_point_id"":14609,""latlon"":""0.326865,117.551000"",""name"":""Sangata, Indonesia""},{""landing_point_id"":14610,""latlon"":""-1.142470,119.388402"",""name"":""Toweli, Indonesia""}]",JaKa2LaDeMa,#f04230,100,n.a.,n.a.,"<MultiGeometry><LineString><coordinates>117.551065179816,0.327277982226391,0 119.388466221934,-1.14207715405312,0</coordinates></LineString><LineString><coordinates>111.092964286046,-3.5127024147843,0 113.1348573708,-4.11702121933914,0 114.603996955047,-3.32758370884411,0</coordinates></LineString><LineString><coordinates>109.971968986419,-1.85872070717188,0 109.339547559433,-2.17883375655971,0</coordinates></LineString><LineString><coordinates>109.335543656019,-0.0270168610419699,0 108.769040151085,-0.51880629894581,0 108.967086885787,-1.41993691058558,0 109.339547559433,-2.17883375655971,0 109.937203386048,-3.39543546272888,0 111.092964286046,-3.5127024147843,0 111.752924756024,-2.84927725809005,0</coordinates></LineString><LineString><coordinates>114.097161376594,-8.61516342787521,0 114.539153250983,-8.97783806021001,0 115.159855936272,-8.78370942884625,0</coordinates></LineString><LineString><coordinates>116.081534970845,-8.58600290516881,0 115.596965001619,-8.46392933192117,0</coordinates></LineString></MultiGeometry>","1,700 km",2010,2010,Telkom Indonesia,
jonah,1677,"[{""landing_point_id"":3160,""latlon"":""41.125478,16.866673"",""name"":""Bari, Italy""},{""landing_point_id"":3213,""latlon"":""32.044623,34.769692"",""name"":""Tel Aviv, Israel""}]",Jonah,#ffd633,100,n.a.,12800,"<MultiGeometry><LineString><coordinates>34.7696785104275,32.0450101365145,0 32.0372585710994,33.5273193753964,0 22.8884369272105,34.8682316255862,0 18.7837523350075,39.6195333476856,0 18.7837523350075,40.6435263785891,0 16.868812285319,41.1257125894655,0</coordinates></LineString></MultiGeometry>","2,297 km",12-Jan,2012,Bezeq International Ltd.,http://www.bezeqint.net/english
tasman-2,1135,"[{""landing_point_id"":3319,""latlon"":""-36.884445,174.770406"",""name"":""Auckland, New Zealand""},{""landing_point_id"":5779,""latlon"":""-33.882103,151.228621"",""name"":""Paddington, Australia""}]",Tasman-2,#bd75b1,100,1,1,"<MultiGeometry><LineString><coordinates>151.228482728668,-33.8820415040515,0 151.822622932773,-34.3653962883076,0 173.865380754977,-37.171550975413,0 174.770458238812,-36.8841796261147,0</coordinates></LineString></MultiGeometry>","2,400 km",1992,1992,"REACH,  Spark New Zealand,  Telstra,  PCCW",
gondwana-1,1514,"[{""landing_point_id"":5704,""latlon"":""-22.303300,166.439160"",""name"":""Noumea, New Caledonia""},{""landing_point_id"":3030,""latlon"":""-33.869896,151.206941"",""name"":""Sydney, Australia""}]",Gondwana-1,#f04230,76,20,640,"<MultiGeometry><LineString><coordinates>151.206998368888,-33.8695553643754,0 166.341753272285,-22.3003445430844,0</coordinates></LineString></MultiGeometry>","2,151 km",8-Sep,2008,OPT,http://telecom.opt.nc
alaska-united-west,1348,"[{""landing_point_id"":5755,""latlon"":""60.112188,-149.443111"",""name"":""Seward, Alaska, United States""},{""landing_point_id"":6191,""latlon"":""46.165124,-123.923885"",""name"":""Warrenton, Oregon, United States""}]",Alaska United West,#0982c5,70,80,640,"<MultiGeometry><LineString><coordinates>-149.447671457023,60.1100476391665,0 -149.622036567877,59.182398309227,0 -136.045581341815,52.425881614207,0 -127.185382540338,47.3587686528402,0 -123.923763757149,46.1652210994431,0</coordinates></LineString></MultiGeometry>","2,485 km",4-Jun,2004,GCI,http://www.alaskaunited.com
alaska-united-turnagain-arm-auta,1813,"[{""landing_point_id"":15023,""latlon"":""61.015703,-149.732173"",""name"":""McHugh Point, Alaska, United States""},{""landing_point_id"":15022,""latlon"":""60.828301,-148.989791"",""name"":""Portage, Alaska, United States""}]",Alaska United Turnagain Arm (AUTA),#895c3c,50,90,n.a.,"<MultiGeometry><LineString><coordinates>-149.732192739841,61.0156909698895,0 -149.631411561235,60.9696376669425,0 -149.483706587746,60.9536158423318,0 -149.351382462736,60.9204563420158,0 -149.195132573424,60.9219751278234,0 -149.0873201498,60.8893052751342,0 -148.989810453252,60.8282922269247,0</coordinates></LineString></MultiGeometry>",53 km,2012,2012,GCI,http://www.alaskaunited.com
farice-1,1240,"[{""landing_point_id"":5746,""latlon"":""58.615314,-3.346208"",""name"":""Dunnet Bay, United Kingdom""},{""landing_point_id"":5725,""latlon"":""62.244121,-6.928140"",""name"":""Funningsfjordur, Faeroe Islands""},{""landing_point_id"":5859,""latlon"":""65.251346,-14.018029"",""name"":""Seydisfjordur, Iceland""}]",FARICE-1,#ffd633,45,240,11000,"<MultiGeometry><LineString><coordinates>-6.92794820058257,62.2441131141501,0 -6.79074126653126,62.9886506761519,0</coordinates></LineString><LineString><coordinates>-3.34621245666779,58.6154198056629,0 -4.97726598871416,58.7471457347862,0 -6.58341719465157,59.9557339131378,0 -5.6203319394102,62.3142283082312,0 -9.10446033059595,64.2366046194745,0 -14.0180798966167,65.250849230185,0</coordinates></LineString></MultiGeometry>","1,205 km",4-Jan,2004,Icelandic Shareholders,http://www.farice.is
fibralink,1361,"[{""landing_point_id"":7689,""latlon"":""17.949708,-76.666681"",""name"":""Bull Bay, Jamaica""},{""landing_point_id"":14805,""latlon"":""18.864551,-72.608724"",""name"":""Kaliko, Haiti""},{""landing_point_id"":5823,""latlon"":""19.799317,-70.691244"",""name"":""Puerto Plata, Dominican Republic""}]",Fibralink,#895c3c,40,70,7200,"<MultiGeometry><LineString><coordinates>-74.0073440402842,19.6957578773584,0 -72.8026573936955,18.8647722817946,0 -72.6086633904977,18.8650495131085,0</coordinates></LineString><LineString><coordinates>-76.6666195001785,17.9497696724754,0 -75.8771181063437,17.4506485963527,0 -74.8742379574184,18.2162921132649,0 -74.0073440402842,19.6957578773584,0</coordinates></LineString><LineString><coordinates>-74.0073440402842,19.6957578773584,0 -73.6409380498497,20.3172647951984,0 -71.353683810787,20.3131436206103,0 -70.6911842801079,19.799435767745,0</coordinates></LineString></MultiGeometry>","1,000 km",6-Mar,2006,C&W Networks,http://www.columbus-networks.com
east-west,1671,"[{""landing_point_id"":10120,""latlon"":""18.699024,-70.161850"",""name"":""Haina, Dominican Republic""},{""landing_point_id"":9600,""latlon"":""17.949708,-76.716876"",""name"":""Harbour View, Jamaica""},{""landing_point_id"":10121,""latlon"":""18.414747,-64.597253"",""name"":""Nanny Cay, Virgin Islands (U.K.)""}]",East-West,#ca1c6e,35,120,720,"<MultiGeometry><LineString><coordinates>-76.7167659490293,17.9499554783128,0 -76.011932463965,16.9733221865316,0 -70.1883526050686,16.9820084044713,0 -67.2531496062689,16.9733221865316,0 -64.5971456284321,18.41441122627,0</coordinates></LineString><LineString><coordinates>-70.1617901238857,18.6993685773041,0 -70.1883526050686,16.9820084044713,0</coordinates></LineString></MultiGeometry>","1,750 km",11-Feb,2011,C&W Networks,http://www.cwc.com
eclink,1532,"[{""landing_point_id"":8838,""latlon"":""10.686137,-61.650819"",""name"":""Chaguaramas, Trinidad and Tobago""},{""landing_point_id"":4275,""latlon"":""12.095316,-68.896616"",""name"":""Willemstad, Curaçao""}]",ECLink,#6c70b5,32,60,7200,"<MultiGeometry><LineString><coordinates>-61.6492961542163,10.6876963221803,0 -61.6492961542163,11.3426834914754,0 -64.4320090266664,11.3426834914754,0 -65.3518814218951,11.0235677531313,0 -68.92409568818,11.9745829623838,0 -68.8926503979562,12.0904373265452,0</coordinates></LineString></MultiGeometry>",987 km,7-Oct,2007,C&W Networks,http://www.columbus-networks.com
alaska-united-southeast,1567,"[{""landing_point_id"":8553,""latlon"":""57.501838,-134.582278"",""name"":""Angoon, Alaska, United States""},{""landing_point_id"":8552,""latlon"":""58.128107,-134.741848"",""name"":""Hawk Inlet, Alaska, United States""},{""landing_point_id"":4816,""latlon"":""58.299494,-134.406887"",""name"":""Juneau, Alaska, United States""},{""landing_point_id"":8551,""latlon"":""55.341878,-131.647807"",""name"":""Ketchikan, Alaska, United States""},{""landing_point_id"":8550,""latlon"":""56.807600,-132.970072"",""name"":""Petersburg, Alaska, United States""},{""landing_point_id"":8554,""latlon"":""57.052912,-135.334426"",""name"":""Sitka, Alaska, United States""},{""landing_point_id"":8549,""latlon"":""56.470783,-132.383842"",""name"":""Wrangell, Alaska, United States""}]",Alaska United Southeast,#895c3c,30,90,n.a.,"<MultiGeometry><LineString><coordinates>-135.334400204997,57.053018747246,0 -135.476148151457,57.1428542885759,0 -135.565601213087,57.2563284138781,0 -135.620142190075,57.2929411756606,0 -135.684741753687,57.3279096836671,0 -135.702905803319,57.351545997101,0 -135.652368729745,57.3766412708799,0 -135.616919536108,57.3976417411544,0 -135.572339489564,57.4315381496571,0 -135.529761394727,57.4657970932693,0 -135.532398111609,57.5070018768757,0 -135.532398111609,57.5492081987507,0 -135.505396177612,57.5685386210609,0 -135.418579832864,57.5837757025988,0 -135.325318180181,57.5637462615979,0 -135.16311126384,57.4973478567025,0 -135.059791024533,57.4498801338298,0 -134.969752025817,57.4304604692129,0 -134.857252105513,57.4158955291923,0 -134.771705291116,57.4255710813421,0 -134.582252300326,57.5019390814642,0 -134.752759992037,57.5946105688509,0 -134.802857612797,57.7346490623393,0 -134.852857577377,58.0129778115457,0 -134.897291139649,58.1072110594269,0 -134.741724843604,58.1282039739007,0 -134.636158512138,58.2129780036896,0 -134.711744396092,58.2916735890139,0 -134.679517856422,58.3342498911264,0 -134.59826791398,58.3484220638092,0 -134.529224994141,58.3484220638092,0 -134.400807116363,58.2995771613047,0 -134.295826721982,58.237095960625,0 -134.136549491066,58.1651307495607,0 -134.124830749368,58.1012513579831,0 -133.991432406368,57.9864040143118,0 -133.824733305709,57.8237124947291,0 -133.802565352663,57.707895005821,0 -133.691432618891,57.5587699203505,0 -133.664772481527,57.3730347169691,0 -133.63049516206,57.3139631876477,0 -133.658131861231,57.2296708697158,0 -133.685768560403,57.1376615902786,0 -133.516335086682,57.0944226584789,0 -133.232936849944,57.051159796195,0 -133.008229977878,57.0209786646879,0 -132.970241723539,56.9832975837419,0 -132.901101147519,56.9133656480751,0 -132.969851098816,56.8077939205587,0 -132.796609034042,56.819420062214,0 -132.697780979053,56.7787796621758,0 -132.629323996299,56.7296851506106,0 -132.598952924064,56.6900200931307,0 -132.569363101275,56.6267375813973,0 -132.502077992691,56.597825264156,0 -132.458230367503,56.5591513708539,0 -132.383816357719,56.4707902232091,0 -132.45901161695,56.3862237153301,0 -132.519753761419,56.3680546651951,0 -132.591824022864,56.3504721905439,0 -132.597195112809,56.3131705219264,0 -132.626003686151,56.2596448132207,0 -132.729714550181,56.2328945588632,0 -132.841042596315,56.1905062864562,0 -132.855007430172,56.1270400796572,0 -132.741823916603,56.0667944849621,0 -132.613503695006,56.0063453909228,0 -132.451492091026,55.8926658291153,0 -132.34348435504,55.7976502805783,0 -132.276003934094,55.6337767558138,0 -132.133621222459,55.5267434994614,0 -131.975515865712,55.4521338484785,0 -131.91330887853,55.4661979334058,0 -131.825320659612,55.4342696628425,0 -131.647879379063,55.341967435735,0 -131.627859861995,55.1805330063702,0 -131.74758633968,54.9936317961152,0 -131.729129321505,54.7688323139133,0 -132.063308772269,54.4396291185904,0 -132.924148006193,54.5114092398902,0 -136.045581341815,52.425881614207,0</coordinates></LineString><LineString><coordinates>-136.948217421129,54.4545629469193,0 -134.466529726055,56.0335810247925,0 -134.415455543486,56.4664746526177,0 -134.524732809823,56.8494976474327,0 -134.457545357419,56.9422757439005,0 -134.285279854454,56.9993107225617,0 -134.183815082583,57.0596570985031,0 -134.100807328886,57.1450000378682,0 -133.916334803318,57.2201022150967,0 -133.658131861231,57.2296708697158,0</coordinates></LineString></MultiGeometry>",626 km,8-Nov,2008,GCI,http://www.alaskaunited.com
